0,3.48210557,2.420391788
1,3.516278999,3.719750474
2,4.60649561,3.414379426
3,4.677010558,3.047244431
4,4.157724536,3.138676783
5,3.154430872,3.619858045
6,3.41751854,4.591641282
7,1.611246053,3.398355945
8,4.28808719,4.043969428
9,3.196079678,4.95114323
10,1.625839404,4.902399671
11,2.82894521,3.91445026
12,2.289667285,5.068968771
13,2.892061524,3.665294872
14,2.336349186,4.772561658
15,3.670274754,3.797302961
16,2.30717865,4.732628225
17,3.151305988,3.436485885
18,4.145024842,2.948518462
19,2.172534715,3.6488889
20,3.393903711,4.134472743
21,1.596443507,4.438757035
22,3.383485489,4.021196231
23,5.08330979,4.034777329
24,1.216444346,4.311743861
25,4.159391791,2.549392222
26,2.239252897,4.336730352
27,2.999184229,5.639462561
28,3.103846413,3.015625799
29,2.476124278,4.125080793
30,3.244735498,2.492394355
31,2.037392067,5.038154252
32,0.6021125811,5.295117323
33,4.969475783,3.373682515
34,3.212646294,3.832633674
35,4.370328947,4.138337923
36,3.693234846,3.24528272
37,3.098390379,3.351924827
38,3.173077679,3.697120746
39,2.737141746,3.323358448
40,3.678942156,3.978154323
41,2.487949544,3.439113475
42,3.186736954,3.401539584
43,3.181911828,1.970437551
44,4.158831751,2.760190513
45,2.206978231,4.709942259
46,2.845488391,5.142620079
47,4.590795679,4.137440889
48,2.362544782,4.90779038
49,2.677908485,1.89395445
50,1.576057135,4.640446254
51,3.680843104,4.570685864
52,2.927457088,3.82770824
53,3.205886633,3.910873751
54,3.303601818,3.239950772
55,2.209998636,3.834058803
56,2.323852,5.182200198
57,2.167123066,4.522882641
58,2.395471759,3.646189005
59,2.691336733,4.727908381
60,2.341538808,2.473114388
61,3.133072415,4.248624699
62,2.352442079,4.805125901
63,4.614468138,3.746141713
64,3.824340227,4.330272487
65,3.426702118,3.079474859
66,2.416880668,4.776556556
67,2.092134523,5.830659287
68,2.526336307,3.30050546
69,1.984335432,4.059194801
70,3.194260217,4.643491277
71,2.747854735,2.956894444
72,4.686302859,2.653471839
73,2.454096941,3.620069994
74,3.982054297,2.871605986
75,3.105157651,4.619271518
76,3.406759164,4.073557711
77,0.9245532951,5.638270352
78,2.285994577,3.423177213
79,4.536958063,3.166959625
80,2.543805377,4.697918071
81,3.256127162,3.355913764
82,3.286815227,3.469306936
83,4.090657233,2.219709973
84,3.651874931,3.716498649
85,3.295656948,4.447060878
86,3.918879952,4.572600458
87,1.943458719,4.859084642
88,3.074242144,5.073775505
89,2.186617389,3.915339768
90,4.440605917,4.344406368
91,3.595402596,4.956978949
92,0.5073435967,5.919238195
93,1.787538535,5.402147228
94,1.659291245,4.484258503
95,3.617048452,4.074427198
96,1.815071753,3.967742735
97,1.894468363,5.515082614
98,0.4733710181,5.010956416
99,1.878562621,6.269046344
100,2.826160475,5.059888004
101,3.930053669,3.314794965
102,2.718371153,4.034638655
103,2.855238646,5.089578781
104,1.913843224,3.863071327
105,2.373403688,4.281164856
106,2.907660623,3.475714559
107,3.106931079,3.537327944
